1290,2872,604,776,2.95,1.84,9.44,HELLO
1290,2873,604,776,2.66,2.00,9.62,HELLO
1289,2872,606,777,2.83,1.96,9.47,HELLO
1289,2873,606,778,2.88,2.14,9.32,HELLO
1289,2873,607,779,2.83,2.15,9.38,HELLO
1289,2873,608,778,3.10,2.19,9.20,HELLO
1289,2874,607,778,3.31,2.04,9.23,HELLO
1288,2874,607,777,3.35,1.99,9.40,HELLO
1289,2874,607,777,3.58,1.86,9.22,HELLO
1288,2875,608,777,3.65,1.81,9.10,HELLO
1288,2875,609,777,4.04,1.68,8.81,HELLO
1289,2874,607,778,4.38,1.45,8.86,HELLO
1289,2874,609,778,4.30,1.64,8.83,HELLO
1289,2874,610,778,3.45,1.87,9.20,HELLO
1289,2873,608,778,3.14,1.98,9.09,HELLO
1288,2874,608,778,3.48,2.15,9.20,HELLO
1288,2873,608,778,3.80,1.98,8.98,HELLO
